,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
430,Malcolm Miller,.250,.250,.000,.000,.000,.750,1.000,1.000,.071,.333
42,Malik Beasley,.539,.242,.163,.051,.084,.461,.711,.929,.056,.354
439,Malik Monk,.428,.101,.085,.082,.160,.572,.386,.627,.014,.177
405,Mangok Mathiang,1.000,.857,.143,.000,.000,.000,1.000,,.429,
222,Manu Ginóbili,.585,.283,.153,.099,.048,.415,.423,.797,.015,.198
84,MarShon Brooks,.686,.216,.206,.127,.137,.314,.219,.263,.010,.063
215,Marc Gasol,.690,.159,.207,.185,.139,.310,.662,.972,.035,.022
227,Marcin Gortat,1.000,.411,.352,.216,.021,.000,.755,,.066,
44,Marco Belinelli,.483,.126,.050,.064,.242,.517,.803,.879,.008,.144
219,Marcus Georges-Hunt,.688,.438,.083,.083,.104,.313,.412,.750,.042,.267
449,Marcus Morris,.617,.139,.128,.160,.190,.383,.483,.919,.018,.175
497,Marcus Paige,.429,.071,.214,.071,.071,.571,1.000,1.000,.000,.500
581,Marcus Smart,.517,.177,.161,.095,.083,.483,.333,.760,.012,.145
115,Mario Chalmers,.569,.242,.142,.106,.079,.431,.278,.830,.000,.209
271,Mario Hezonja,.567,.246,.143,.063,.113,.433,.568,.878,.057,.131
89,Markel Brown,.286,.143,.000,.143,.000,.714,.000,.000,.000,.000
212,Markelle Fultz,.991,.369,.351,.207,.063,.009,.333,,.027,.000
450,Markieff Morris,.699,.194,.157,.233,.115,.301,.669,1.000,.045,.271
118,Marquese Chriss,.602,.371,.113,.061,.057,.398,.692,1.000,.157,.268
601,Marquis Teague,.750,.250,.063,.125,.313,.250,.000,.000,.000,.250
589,Marreese Speights,.332,.074,.120,.072,.066,.668,.615,.977,.014,.056
520,Marshall Plumlee,1.000,1.000,.000,.000,.000,.000,1.000,,.333,
664,Marvin Williams,.458,.231,.135,.055,.036,.542,.652,.992,.014,.259
521,Mason Plumlee,.997,.674,.264,.035,.024,.003,.715,,.310,.000
138,Matt Costello,1.000,.750,.250,.000,.000,.000,1.000,,.500,
665,Matt Williams,.167,.000,.000,.167,.000,.833,.000,1.000,.000,.200
160,Matthew Dellavedova,.487,.079,.217,.105,.086,.513,.269,.897,.000,.141
243,Maurice Harkless,.603,.458,.098,.007,.040,.397,.602,.980,.135,.441
357,Maxi Kleber,.586,.366,.094,.065,.061,.414,.793,1.000,.155,.406
377,Meyers Leonard,.667,.244,.128,.154,.141,.333,.771,1.000,.103,.154
43,Michael Beasley,.893,.328,.268,.171,.124,.107,.467,.912,.052,.267
110,Michael Carter-Williams,.742,.314,.214,.100,.114,.258,.339,.857,.035,.373
351,Michael Kidd-Gilchrist,.996,.404,.188,.146,.259,.004,.674,,.052,.500
133,Mike Conley,.542,.250,.137,.095,.060,.458,.200,.542,.000,.091
317,Mike James,.695,.240,.199,.115,.137,.305,.082,.269,.028,.112
464,Mike Muscala,.465,.231,.096,.103,.038,.535,.654,1.000,.042,.329
568,Mike Scott,.689,.168,.193,.176,.153,.311,.743,1.000,.015,.258
522,Miles Plumlee,1.000,.650,.267,.061,.022,.000,.781,,.350,
604,Miloš Teodosić,.356,.064,.036,.083,.172,.644,.302,.705,.000,.082
168,Milton Doyle,.511,.191,.298,.000,.021,.489,.111,1.000,.000,.130
364,Mindaugas Kuzminskas,1.000,.500,.500,.000,.000,.000,,,.000,
602,Mirza Teletović,.211,.053,.053,.053,.053,.789,1.000,1.000,.000,.133
451,Monte Morris,.833,.667,.000,.167,.000,.167,.250,,.000,.000
244,Montrezl Harrell,.987,.646,.268,.051,.020,.013,.669,.000,.234,.000
265,Myke Henry,.468,.312,.046,.055,.055,.532,.500,.947,.073,.362
619,Myles Turner,.754,.260,.105,.085,.305,.246,.736,.982,.085,.089
673,Nate Wolters,1.000,.000,.667,.167,.167,.000,.000,,.000,
438,Naz Mitrou-Long,.000,.000,.000,.000,.000,1.000,,1.000,.000,.000
56,Nemanja Bjelica,.507,.261,.194,.024,.024,.493,.600,.934,.022,.246
274,Nenê,.992,.632,.197,.088,.075,.008,.787,,.197,1.000
476,Nerlens Noel,.990,.600,.210,.143,.038,.010,.800,,.229,.000
132,Nick Collison,1.000,.737,.211,.000,.053,.000,.769,,.158,
681,Nick Young,.332,.070,.023,.113,.127,.668,.641,.886,.006,.279
37,Nicolas Batum,.578,.109,.063,.197,.209,.422,.388,.848,.015,.109
91,Nicolás Brussino,.000,.000,.000,.000,.000,1.000,,,.000,.500
259,Nigel Hayes,.515,.121,.061,.121,.212,.485,.571,1.000,.000,.563
590,Nik Stauskas,.351,.182,.065,.019,.084,.649,.450,.775,.019,.130
338,Nikola Jokić,.723,.225,.287,.113,.096,.277,.542,.892,.009,.075
434,Nikola Mirotić,.477,.196,.095,.088,.095,.523,.643,.889,.020,.190
632,Nikola Vučević,.757,.213,.223,.154,.168,.243,.672,1.000,.040,.010
629,Noah Vonleh,.718,.376,.154,.060,.128,.282,.488,.950,.111,.076
529,Norman Powell,.503,.278,.134,.040,.051,.497,.412,.925,.043,.333
17,OG Anunoby,.431,.353,.049,.014,.014,.569,.711,.945,.136,.528
653,Okaro White,.313,.188,.063,.063,.000,.688,.333,1.000,.063,.364
333,Omari Johnson,.429,.238,.095,.000,.095,.571,.400,1.000,.000,.167
112,Omri Casspi,.894,.507,.300,.082,.005,.106,.791,1.000,.053,.227
525,Otto Porter Jr.,.646,.177,.124,.145,.200,.354,.632,.913,.021,.182
617,P.J. Tucker,.297,.150,.077,.011,.059,.703,.579,.983,.005,.655
169,PJ Dozier,1.000,.500,.000,.000,.500,.000,.000,,.000,
575,Pascal Siakam,.735,.456,.227,.046,.006,.265,.688,1.000,.092,.530
134,Pat Connaughton,.462,.231,.115,.051,.064,.538,.692,.932,.056,.195
52,Patrick Beverley,.496,.227,.151,.067,.050,.504,.250,.792,.000,.183
410,Patrick McCaw,.644,.347,.133,.062,.107,.356,.699,1.000,.058,.275
504,Patrick Patterson,.357,.128,.135,.060,.030,.643,.600,1.000,.000,.433
431,Patty Mills,.393,.111,.043,.023,.216,.607,.476,.760,.000,.147
216,Pau Gasol,.809,.311,.201,.126,.169,.191,.676,1.000,.038,.325
218,Paul George,.546,.196,.091,.113,.146,.454,.358,.803,.032,.195
433,Paul Millsap,.740,.200,.326,.168,.048,.260,.491,.949,.039,.177
687,Paul Zipser,.530,.150,.120,.077,.184,.470,.591,.973,.026,.209
20,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
1,Quincy Acy,.200,.115,.027,.025,.033,.800,.857,.990,.036,.305
524,Quincy Pondexter,.551,.367,.061,.041,.082,.449,.636,1.000,.061,.227
135,Quinn Cook,.587,.183,.091,.123,.190,.413,.408,.761,.000,.163
294,R.J. Hunter,.300,.200,.050,.000,.050,.700,.500,.333,.000,.143
554,Rajon Rondo,.696,.403,.148,.047,.099,.304,.215,.700,.006,.420
571,Ramon Sessions,.778,.350,.274,.120,.026,.222,.441,.875,.017,.346
625,Rashad Vaughn,.339,.107,.125,.089,.018,.661,.778,1.000,.000,.270
473,Raul Neto,.689,.311,.212,.106,.060,.311,.300,.947,.000,.277
199,Raymond Felton,.583,.168,.111,.092,.212,.417,.077,.728,.000,.170
93,Reggie Bullock,.485,.198,.110,.101,.077,.515,.817,.968,.002,.267
264,Reggie Hearn,.000,.000,.000,.000,.000,1.000,,1.000,.000,.500
315,Reggie Jackson,.707,.156,.251,.172,.128,.293,.088,.577,.009,.142
321,Richard Jefferson,.741,.222,.333,.148,.037,.259,.500,.500,.037,.000
285,Richaun Holmes,.871,.510,.220,.087,.058,.129,.771,1.000,.290,.097
560,Ricky Rubio,.670,.172,.093,.158,.247,.330,.288,.865,.000,.271
140,Robert Covington,.342,.178,.069,.031,.063,.658,.810,.970,.037,.113
389,Robin Lopez,.978,.315,.392,.085,.186,.022,.731,.750,.056,.000
286,Rodney Hood,.557,.101,.149,.152,.154,.443,.369,.732,.025,.162
419,Rodney McGruder,.521,.219,.178,.055,.068,.479,.571,.867,.000,.657
533,Rodney Purvis,.514,.121,.047,.103,.243,.486,.591,.846,.009,.288
31,Ron Baker,.441,.288,.068,.000,.085,.559,.556,.727,.000,.333
284,Rondae Hollis-Jefferson,.925,.377,.273,.206,.069,.075,.556,1.000,.041,.500
483,Royce O'Neale,.585,.331,.148,.088,.018,.415,.500,.857,.039,.475
217,Rudy Gay,.780,.261,.207,.218,.095,.220,.403,.865,.071,.246
223,Rudy Gobert,1.000,.757,.194,.023,.025,.000,.772,,.369,
650,Russell Westbrook,.807,.375,.072,.151,.209,.193,.170,.433,.043,.055
13,Ryan Anderson,.294,.142,.044,.040,.069,.706,.342,.992,.019,.109
18,Ryan Arcidiacono,.244,.098,.098,.000,.049,.756,.500,.889,.000,.323
425,Salah Mejri,.978,.788,.161,.000,.029,.022,.693,,.255,.000
158,Sam Dekker,.768,.564,.131,.023,.050,.232,.712,.900,.143,.267
289,Scotty Hopson,1.000,1.000,.000,.000,.000,.000,,,.000,
352,Sean Kilpatrick,.510,.218,.129,.065,.099,.490,.469,.761,.003,.278
485,Semi Ojeleye,.335,.165,.101,.021,.048,.665,.800,.950,.037,.496
296,Serge Ibaka,.621,.162,.154,.154,.151,.379,.699,.953,.060,.152
457,Shabazz Muhammad,.856,.378,.346,.090,.043,.144,.545,.857,.096,.370
469,Shabazz Napier,.589,.192,.085,.087,.226,.411,.241,.720,.002,.156
367,Shane Larkin,.607,.242,.096,.068,.201,.393,.264,.774,.000,.151
256,Shaquille Harrison,.790,.677,.089,.024,.000,.210,.321,1.000,.081,.269
385,Shaun Livingston,.985,.236,.192,.461,.096,.015,.529,,.093,.400
395,Shelvin Mack,.664,.229,.225,.118,.092,.336,.323,.688,.000,.137
614,Sindarius Thornwell,.738,.399,.215,.052,.073,.262,.688,1.000,.047,.459
365,Skal Labissière,.889,.255,.310,.175,.148,.111,.556,1.000,.114,.039
278,Solomon Hill,.488,.195,.244,.000,.049,.512,.286,1.000,.024,.190
165,Spencer Dinwiddie,.483,.233,.122,.084,.045,.517,.142,.596,.017,.081
335,Stanley Johnson,.582,.220,.157,.084,.121,.418,.371,.970,.023,.303
151,Stephen Curry,.420,.175,.065,.073,.108,.580,.417,.618,.001,.134
90,Sterling Brown,.556,.268,.137,.083,.068,.444,.580,.938,.034,.440
2,Steven Adams,.997,.708,.233,.052,.004,.003,.690,,.242,.000
371,T.J. Leaf,.691,.360,.162,.096,.074,.309,.500,1.000,.051,.333
412,T.J. McConnell,.853,.233,.247,.278,.095,.147,.311,1.000,.000,.371
643,T.J. Warren,.915,.378,.182,.188,.167,.085,.617,1.000,.041,.411
221,Taj Gibson,.953,.482,.236,.117,.118,.047,.711,1.000,.125,.771
57,Tarik Black,.913,.717,.173,.000,.024,.087,.824,1.000,.315,.273
531,Taurean Prince,.531,.234,.139,.095,.063,.469,.381,.898,.024,.223
200,Terrance Ferguson,.290,.166,.030,.018,.077,.710,.767,1.000,.077,.508
558,Terrence Ross,.513,.126,.099,.141,.147,.487,.674,.867,.037,.204
559,Terry Rozier,.498,.180,.121,.085,.111,.503,.264,.706,.014,.157
569,Thabo Sefolosha,.650,.333,.121,.096,.100,.350,.640,.906,.042,.548
682,Thaddeus Young,.791,.387,.256,.073,.076,.209,.565,.948,.052,.331
92,Thomas Bryant,.524,.286,.048,.000,.190,.476,1.000,1.000,.190,.300
398,Thon Maker,.671,.285,.130,.104,.152,.329,.899,1.000,.101,.452
207,Tim Frazier,.674,.157,.128,.128,.262,.326,.431,.588,.012,.054
241,Tim Hardaway Jr.,.521,.222,.089,.091,.119,.479,.504,.792,.028,.124
535,Tim Quarterman,.333,.000,.333,.000,.000,.667,1.000,,.000,.000
453,Timofey Mozgov,.806,.548,.183,.043,.032,.194,.771,1.000,.204,.833
392,Timothé Luwawu-Cabarrot,.408,.288,.075,.004,.041,.592,.851,.962,.011,.291
251,Tobias Harris,.636,.212,.183,.156,.084,.364,.459,.869,.048,.227
566,Tomáš Satoranský,.737,.266,.224,.122,.125,.263,.526,1.000,.042,.406
9,Tony Allen,.868,.659,.154,.000,.055,.132,.700,1.000,.022,.333
77,Tony Bradley,.909,.273,.182,.364,.091,.091,.667,,.000,.000
502,Tony Parker,.905,.338,.144,.126,.296,.095,.286,.900,.000,.757
588,Tony Snell,.369,.167,.082,.052,.068,.631,.623,1.000,.035,.366
142,Torrey Craig,.577,.460,.073,.015,.029,.423,.644,1.000,.102,.362
644,Travis Wear,.347,.014,.014,.097,.222,.653,.625,.941,.014,.149
228,Treveon Graham,.561,.253,.140,.100,.068,.439,.607,.975,.005,.402
19,Trevor Ariza,.290,.220,.052,.008,.011,.710,.592,.953,.029,.392
68,Trevor Booker,.904,.411,.379,.076,.038,.096,.598,1.000,.023,.273
94,Trey Burke,.727,.161,.102,.169,.294,.273,.226,.789,.003,.133
394,Trey Lyles,.604,.300,.185,.078,.040,.396,.642,.988,.080,.188
420,Trey McKinney-Jones,,,,,,,,,,
613,Tristan Thompson,1.000,.664,.255,.060,.026,.000,.712,,.196,
153,Troy Daniels,.203,.049,.030,.054,.071,.797,.694,.923,.000,.231
666,Troy Williams,.651,.514,.064,.028,.046,.349,.600,1.000,.193,.184
114,Tyler Cavanaugh,.414,.270,.079,.033,.033,.586,.686,1.000,.007,.326
166,Tyler Dorsey,.479,.173,.094,.068,.147,.521,.444,.819,.010,.146
188,Tyler Ennis,.750,.384,.192,.063,.112,.250,.325,.714,.000,.143
336,Tyler Johnson,.544,.198,.118,.082,.146,.456,.532,.950,.031,.287
393,Tyler Lydon,,,,,,,,,,
621,Tyler Ulis,.735,.116,.136,.281,.201,.265,.198,.500,.000,.130
684,Tyler Zeller,.916,.530,.308,.039,.039,.084,.757,1.000,.054,.750
191,Tyreke Evans,.646,.412,.121,.010,.104,.354,.226,.482,.004,.052
639,Tyrone Wallace,.838,.352,.312,.154,.020,.162,.580,1.000,.016,.550
116,Tyson Chandler,1.000,.930,.053,.005,.011,.000,.669,,.412,
346,Tyus Jones,.607,.229,.186,.113,.079,.393,.381,.933,.009,.333
258,Udonis Haslem,.467,.000,.133,.067,.267,.533,1.000,1.000,.067,.375
62,Vander Blue,.600,.600,.000,.000,.000,.400,.000,,.000,.000
491,Victor Oladipo,.677,.267,.082,.095,.231,.323,.280,.553,.052,.099
109,Vince Carter,.417,.170,.092,.042,.113,.583,.474,.982,.039,.145
295,Vince Hunter,1.000,.600,.000,.200,.200,.000,1.000,,.000,
32,Wade Baldwin,.762,.286,.238,.190,.048,.238,.000,1.000,.048,.000
374,Walt Lemon Jr.,.938,.375,.500,.000,.063,.063,.333,1.000,.063,.000
183,Wayne Ellington,.173,.077,.026,.017,.053,.827,.655,.947,.006,.204
570,Wayne Selden,.546,.204,.178,.089,.074,.454,.403,.857,.052,.180
307,Wes Iwundu,.789,.390,.165,.110,.124,.211,.560,1.000,.055,.522
337,Wesley Johnson,.519,.155,.038,.079,.247,.481,.756,.900,.046,.537
406,Wesley Matthews,.423,.096,.118,.106,.103,.577,.392,.882,.000,.209
36,Will Barton,.589,.284,.201,.057,.047,.411,.392,.731,.040,.090
113,Willie Cauley-Stein,.984,.459,.301,.076,.146,.016,.678,1.000,.191,.250
543,Willie Reed,.983,.587,.281,.091,.025,.017,.700,.000,.215,.000
268,Willy Hernangómez,.927,.573,.268,.043,.049,.073,.674,1.000,.122,.250
117,Wilson Chandler,.610,.279,.209,.063,.060,.390,.487,.943,.033,.240
460,Xavier Munford,.667,.167,.167,.167,.167,.333,1.000,,.000,.000
540,Xavier Rathan-Mayes,.667,.167,.143,.071,.286,.333,.000,1.000,.000,.000
576,Xavier Silas,.333,.000,.000,.333,.000,.667,,,.000,.000
201,Yogi Ferrell,.508,.151,.084,.097,.178,.492,.401,.746,.000,.162
129,Zach Collins,.609,.266,.152,.114,.080,.391,.650,.971,.059,.292
369,Zach LaVine,.654,.318,.121,.059,.155,.346,.309,.476,.045,.114
539,Zach Randolph,.807,.229,.286,.122,.170,.193,.403,.961,.000,.143
496,Zaza Pachulia,.996,.614,.193,.102,.083,.004,.819,,.049,.000
534,Zhou Qi,.406,.219,.094,.094,.000,.594,.750,1.000,.031,.158
0,Álex Abrines,.241,.127,.041,.027,.041,.759,.548,1.000,.034,.253
23,Ömer Aşık,1.000,.818,.091,.045,.045,.000,1.000,,.045,
