,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
340,Reggie Miller,.605,.107,.077,.114,.307,.395,.726,.882,.005,.336
466,Reggie Slater,1.000,.577,.286,.040,.097,.000,.644,,.080,
193,Richard Hamilton,.883,.124,.235,.316,.208,.117,.491,.875,.006,.315
60,Rick Brunson,.741,.130,.111,.093,.407,.259,.313,1.000,.000,.429
164,Rick Fox,.536,.252,.077,.087,.119,.464,.686,.856,.028,.247
124,Ricky Davis,.966,.172,.034,.172,.586,.034,.727,.000,.069,.000
217,Robert Horry,.589,.192,.097,.126,.174,.411,.484,.852,.029,.250
394,Robert Pack,.927,.373,.110,.120,.324,.073,.314,.750,.002,.065
510,Robert Traylor,.994,.549,.321,.083,.040,.006,.640,,.133,.500
492,Rod Strickland,.960,.303,.138,.210,.310,.040,.331,.250,.000,.000
67,Rodney Buford,.842,.149,.141,.245,.307,.158,.705,.938,.025,.316
449,Rodney Rogers,.784,.308,.186,.107,.183,.216,.611,.964,.035,.280
199,Ron Harper,.734,.339,.111,.144,.140,.266,.537,1.000,.026,.278
330,Ron Mercer,.959,.214,.076,.183,.486,.041,.671,1.000,.029,.174
322,Roshown McLeod,.934,.145,.184,.358,.247,.066,.643,1.000,.003,.273
401,Ruben Patterson,.952,.522,.240,.080,.109,.048,.587,1.000,.075,.194
169,Rubén Garcés,1.000,.636,.227,.045,.091,.000,.571,,.000,
554,Rubén Wolkowyski,.975,.354,.291,.139,.190,.025,.800,,.051,.000
48,Ryan Bowen,.924,.660,.118,.007,.139,.076,.711,1.000,.014,.636
78,Sam Cassell,.913,.140,.103,.413,.258,.087,.333,.833,.000,.316
239,Sam Jacobson,1.000,.278,.111,.167,.444,.000,.778,,.056,
343,Sam Mitchell,.851,.087,.090,.138,.536,.149,.872,.667,.003,.349
406,Sam Perkins,.513,.080,.168,.049,.217,.487,.688,.974,.000,.345
523,Samaki Walker,.988,.317,.290,.226,.155,.012,.617,.000,.107,.000
416,Scot Pollard,.995,.610,.314,.061,.010,.005,.659,,.076,.000
69,Scott Burrell,.600,.133,.133,.000,.333,.400,.800,1.000,.000,.167
395,Scott Padgett,.791,.442,.070,.047,.233,.209,.462,1.000,.000,.000
544,Scott Williams,.989,.280,.133,.377,.199,.011,.800,.000,.030,.250
415,Scottie Pippen,.688,.295,.096,.064,.233,.312,.610,.828,.037,.215
97,Sean Colson,.792,.083,.042,.333,.333,.208,.200,1.000,.000,.000
150,Sean Elliott,.619,.257,.121,.059,.183,.381,.478,1.000,.038,.597
450,Sean Rooks,.995,.149,.152,.233,.461,.005,.804,1.000,.015,.000
545,Shammond Williams,.639,.179,.128,.095,.236,.361,.290,.672,.005,.143
13,Shandon Anderson,.712,.397,.132,.088,.095,.288,.668,.957,.022,.300
377,Shaquille O'Neal,.999,.429,.452,.113,.005,.001,.645,,.160,.000
2,Shareef Abdur-Rahim,.950,.280,.273,.128,.270,.050,.672,.917,.073,.406
51,Shawn Bradley,.987,.425,.275,.166,.121,.013,.683,1.000,.094,.167
258,Shawn Kemp,.973,.247,.109,.087,.530,.027,.744,.750,.024,.364
300,Shawn Marion,.929,.270,.220,.237,.203,.071,.672,1.000,.079,.622
463,Shawnelle Scott,1.000,.561,.366,.073,.000,.000,.647,,.024,
138,Sherman Douglas,.868,.337,.096,.112,.323,.132,.447,.875,.000,.050
456,Soumaila Samake,1.000,.521,.250,.208,.021,.000,.444,,.167,
17,Stacey Augmon,.985,.365,.162,.094,.365,.015,.709,,.064,.000
329,Stanislav Medvedenko,.960,.400,.120,.120,.320,.040,.727,1.000,.120,.000
238,Stephen Jackson,.729,.308,.080,.084,.257,.271,.623,.981,.014,.329
299,Stephon Marbury,.738,.335,.121,.096,.186,.262,.285,.527,.002,.072
166,Steve Francis,.724,.322,.120,.109,.174,.276,.240,.414,.029,.196
184,Steve Goodrich,.833,.611,.000,.056,.167,.167,.667,1.000,.000,.333
259,Steve Kerr,.516,.031,.031,.094,.358,.484,.529,.848,.000,.182
367,Steve Nash,.723,.284,.138,.135,.167,.277,.209,.618,.000,.196
471,Steve Smith,.708,.239,.126,.152,.192,.292,.516,.833,.009,.296
498,Stromile Swift,.988,.440,.316,.139,.094,.012,.732,,.198,.000
1,Tariq Abdul-Wahad,.910,.288,.171,.135,.315,.090,.641,1.000,.027,.200
438,Terrance Roberson,.500,.000,.000,.000,.500,.500,,,.000,.000
53,Terrell Brandon,.920,.178,.078,.198,.466,.080,.498,.788,.000,.121
125,Terry Davis,1.000,.680,.160,.040,.120,.000,.417,,.000,
342,Terry Mills,.500,.088,.059,.147,.206,.500,.750,1.000,.000,.235
420,Terry Porter,.534,.177,.077,.086,.193,.466,.318,.782,.000,.288
427,Theo Ratliff,1.000,.298,.354,.295,.053,.000,.605,,.092,
141,Tim Duncan,.981,.250,.341,.262,.127,.019,.528,.857,.052,.111
198,Tim Hardaway,.504,.104,.066,.062,.272,.496,.205,.587,.000,.087
240,Tim James,.942,.269,.308,.212,.154,.058,.667,1.000,.038,.000
508,Tim Thomas,.657,.251,.109,.173,.124,.343,.621,.972,.061,.327
126,Todd Day,.415,.186,.110,.042,.076,.585,.611,.962,.000,.290
167,Todd Fuller,1.000,.286,.143,.286,.286,.000,.700,,.086,
290,Todd MacCulloch,1.000,.638,.286,.070,.005,.000,.670,,.119,
190,Tom Gugliotta,.968,.268,.126,.192,.382,.032,.726,1.000,.018,.500
195,Tom Hammonds,1.000,.400,.300,.200,.100,.000,.667,,.000,
268,Toni Kukoč,.730,.227,.191,.131,.182,.270,.454,.814,.010,.217
27,Tony Battie,.985,.428,.209,.164,.184,.015,.722,,.149,.000
132,Tony Delk,.818,.215,.085,.145,.374,.182,.626,.759,.010,.292
308,Tony Massenburg,1.000,.392,.387,.151,.070,.000,.728,,.090,
472,Tony Smith,.913,.130,.087,.348,.348,.087,.750,,.000,.000
317,Tracy McGrady,.904,.280,.141,.203,.280,.096,.427,.814,.051,.090
358,Tracy Murray,.585,.081,.137,.113,.254,.415,.707,.917,.000,.340
275,Trajan Langdon,.604,.115,.089,.128,.272,.396,.726,.961,.000,.266
32,Travis Best,.877,.206,.150,.169,.353,.123,.306,.730,.000,.103
267,Travis Knight,.981,.151,.075,.189,.566,.019,.800,,.000,.000
224,Troy Hudson,.707,.272,.110,.113,.212,.293,.350,.773,.003,.083
100,Tyrone Corbin,.868,.237,.026,.132,.474,.132,.889,,.000,.000
215,Tyrone Hill,.998,.394,.327,.225,.053,.002,.712,,.043,.000
368,Tyrone Nesby,.660,.200,.172,.123,.166,.340,.593,.918,.025,.200
288,Tyronn Lue,.709,.222,.068,.120,.299,.291,.359,.818,.000,.265
142,Tyus Edney,.934,.264,.176,.176,.319,.066,.676,1.000,.000,.000
309,Vernon Maxwell,.502,.148,.076,.072,.206,.498,.513,.971,.000,.252
21,Vin Baker,.981,.370,.294,.107,.209,.019,.633,.000,.029,.000
77,Vince Carter,.760,.245,.100,.124,.290,.240,.558,.772,.028,.169
129,Vinny Del Negro,.944,.077,.094,.256,.517,.056,.562,1.000,.000,.231
423,Vitaly Potapenko,1.000,.338,.234,.248,.180,.000,.694,,.008,
135,Vlade Divac,.981,.421,.315,.070,.175,.019,.578,.750,.030,.000
478,Vladimir Stepania,.955,.443,.125,.091,.295,.045,.667,1.000,.034,.250
106,Vonteego Cummings,.723,.170,.137,.139,.277,.277,.377,.625,.014,.175
277,Voshon Lenard,.548,.170,.065,.104,.209,.452,.608,.973,.001,.531
499,Wally Szczerbiak,.916,.223,.126,.154,.413,.084,.804,.923,.008,.286
546,Walt Williams,.517,.154,.060,.080,.222,.483,.654,.969,.014,.399
312,Walter McCarty,.556,.151,.056,.143,.206,.444,.538,.895,.016,.286
558,Wang Zhizhi,.895,.158,.211,.158,.368,.105,.875,,.000,.000
410,Wesley Person,.712,.072,.099,.192,.349,.288,.894,.971,.000,.262
405,Will Perdue,1.000,.667,.111,.222,.000,.000,.333,,.111,
19,William Avery,.590,.292,.083,.063,.153,.410,.538,.750,.014,.119
194,Zendon Hamilton,1.000,.778,.000,.000,.222,.000,.000,,.000,
227,Zydrunas Ilgauskas,.991,.423,.299,.222,.047,.009,.535,,.085,.500
500,Žan Tabak,1.000,.349,.392,.048,.210,.000,.633,,.038,
