,Roster,LE_Component_1,LE_Component_2,Win_Percentage,Avg Height,Standard Deviation of Roster Height,Season,Distance
41,2002LAL,0.0011660015204093728,0.0006839170053768079,0.7073170731707317,79.6,3.53,2002,0.0009249592628930903
42,2002MEM,-0.00023005595098123832,0.004869494712864529,0.2804878048780488,78.7,4.49,2002,0.0023197193809416455
43,2002MIA,-0.0021090733830683443,0.0011097732640013686,0.43902439024390244,78.6,3.53,2002,-0.0004996500595334879
44,2002MIL,0.0009468111301582058,-0.0007543665487058791,0.5,79.7,3.28,2002,9.622229072616333e-05
45,2002MIN,-0.0006459000024604645,0.0013486288164334774,0.6097560975609756,79.0,3.77,2002,0.00035136440698650646
46,2002NJN,0.002214117980117453,-0.0009704417637606606,0.6341463414634146,80.1,3.1,2002,0.0006218381081783964
47,2002NYK,-0.0033332710657707756,-0.0001326059444650989,0.36585365853658536,78.2,3.16,2002,-0.0017329385051179373
48,2002ORL,0.0012463932043954146,0.0011208547960160826,0.5365853658536586,79.7,3.57,2002,0.0011836240002057485
49,2002PHI,-0.0019299367629585095,0.003613090226784477,0.524390243902439,78.6,4.41,2002,0.0008415767319129837
50,2002PHO,0.0025850644946102176,-0.0025045368670726315,0.43902439024390244,80.4,3.05,2002,4.026381376879304e-05
51,2002POR,-0.0018565446488815677,0.0013072851167746009,0.5975609756097561,78.5,3.87,2002,-0.0002746297660534834
52,2002SAC,0.0036708650027111973,0.00170660897502909,0.7439024390243902,80.3,3.87,2002,0.0026887369888701435
53,2002SAS,7.392049918084601e-06,-0.0001293863595516181,0.7073170731707317,79.4,3.48,2002,-6.099715481676675e-05
54,2002SEA,0.004285071126184112,-0.00016671492378573523,0.5487804878048781,80.6,3.36,2002,0.0020591781011991884
55,2002TOR,0.0028979276530232898,-0.0010295458278209051,0.5121951219512195,80.3,3.12,2002,0.0009341909126011923
56,2002UTA,0.0033424640153489793,-0.0006919143714823819,0.5365853658536586,80.4,3.42,2002,0.0013252748219332987
57,2002WAS,-0.0010107863676972362,0.0012796797727896007,0.45121951219512196,78.8,3.82,2002,0.00013444670254618223
58,2003ATL,-0.003293600347907545,0.002997454706234778,0.4268292682926829,77.9,3.88,2003,-0.00014807282083638342
59,2003BOS,0.0007095284912000547,0.002356560429322175,0.5365853658536586,79.2,3.77,2003,0.001533044460261115
60,2003CHI,0.0016398033340439902,-0.0008442104620573406,0.36585365853658536,79.9,3.17,2003,0.0003977964359933248
61,2003CLE,0.002381049039721658,0.0002556673833006506,0.2073170731707317,80.2,3.85,2003,0.0013183582115111542
62,2003DAL,0.0017770627817052347,0.0008286136825405045,0.7317073170731707,80.2,4.45,2003,0.0013028382321228697
63,2003DEN,0.005080793451944661,-0.0029004844950966534,0.2073170731707317,81.0,2.16,2003,0.0010901544784240036
64,2003DET,-0.001064941878207282,0.0008618988109667878,0.6097560975609756,78.8,3.49,2003,-0.00010152153362024714
65,2003GSW,0.0023481336363570626,0.0017804957042725858,0.4634146341463415,79.0,5.06,2003,0.0020643146703148243
66,2003HOU,0.002645612136603673,0.0010907666600908448,0.524390243902439,80.3,4.31,2003,0.001868189398347259
67,2003IND,0.0037253785988335605,-0.0012320149461813902,0.5853658536585366,80.5,3.0,2003,0.0012466818263260852
68,2003LAC,0.001321348341945609,-0.0014651260251729644,0.32926829268292684,79.8,2.83,2003,-7.188884161367772e-05
69,2003LAL,0.0018476711618020858,-0.0013743441456925,0.6097560975609756,80.0,3.01,2003,0.00023666350805479292
70,2003MEM,0.0018384242872651509,0.0012770150535170155,0.34146341463414637,79.7,3.6,2003,0.0015577196703910833
71,2003MIA,-0.0035404397421480265,0.003565026892442973,0.3048780487804878,77.9,4.18,2003,1.2293575147473293e-05
72,2003MIL,-0.0005652433286611211,-0.0017361892124530141,0.5121951219512195,79.3,2.71,2003,-0.0011507162705570676
73,2003MIN,0.0009876760653253107,0.0009387359804297026,0.6219512195121951,79.6,3.53,2003,0.0009632060228775066
74,2003NJN,0.0003115712490200147,-0.0022968847232925542,0.5975609756097561,79.5,2.65,2003,-0.0009926567371362697
75,2003NOH,0.0015679528807071021,0.0005189439432370864,0.573170731707317,79.7,3.37,2003,0.0010434484119720942
76,2003NYK,-0.0008359969732130037,-0.0012896758951520823,0.45121951219512196,79.0,2.87,2003,-0.001062836434182543
77,2003ORL,0.001174985198788407,0.0015166283613347348,0.5121951219512195,79.4,3.56,2003,0.001345806780061571
78,2003PHI,-4.932548193392425e-05,0.000923175170883255,0.5853658536585366,79.2,3.52,2003,0.0004369248444746654
79,2003PHO,0.003245151588404911,-0.0020054778047313513,0.5365853658536586,80.4,2.62,2003,0.0006198368918367799
80,2003POR,0.0012688185069606066,0.0019103302012027086,0.6097560975609756,79.6,4.5,2003,0.0015895743540816575
81,2003SAC,0.001029941135242151,0.0029239449184783003,0.7195121951219512,79.6,4.11,2003,0.0019769430268602255
82,2003SAS,0.002526449107648147,-0.0006558608511657614,0.7317073170731707,80.2,3.41,2003,0.0009352941282411928
83,2003SEA,0.0024388267463993332,-0.0014269039178771428,0.4878048780487805,80.2,2.79,2003,0.0005059614142610952
84,2003TOR,0.000925514550147666,-0.0017557234119560078,0.2926829268292683,79.5,2.57,2003,-0.00041510443090417087
85,2003UTA,0.0013832436580073736,0.0007642595694374307,0.573170731707317,79.6,3.75,2003,0.001073751613722402
86,2003WAS,0.0007482583371208876,0.0007849268875863724,0.45121951219512196,79.5,3.63,2003,0.00076659261235363
87,2004ATL,0.0002605677898077568,0.0002521473616171428,0.34146341463414637,79.2,3.1,2004,0.0002563575757124498
88,2004BOS,0.0007065412282618777,0.003778873595035048,0.43902439024390244,79.3,4.35,2004,0.0022427074116484627
89,2004CHI,0.0030223491340426005,-0.002236690666854423,0.2804878048780488,80.4,2.62,2004,0.00039282923359408865
90,2004CLE,0.004085021475057483,-0.002246432762657355,0.4268292682926829,80.7,3.12,2004,0.0009192943562000642
91,2004DAL,0.002782542199127238,0.0013589312141199421,0.6341463414634146,80.2,4.58,2004,0.00207073670662359
92,2004DEN,0.0016610400444724807,0.00449666536791869,0.524390243902439,78.9,5.44,2004,0.0030788527061955855
93,2004DET,0.001808421982316577,0.0014560769721678913,0.6585365853658537,79.6,3.75,2004,0.0016322494772422341
94,2004GSW,-0.0025547149983781957,0.0038934665911071597,0.45121951219512196,78.0,4.36,2004,0.000669375796364482
95,2004HOU,0.0004387647254627763,0.0004037318136374463,0.5487804878048781,79.8,4.31,2004,0.00042124826955011133
96,2004IND,-0.0006256740167603017,0.000724606854769801,0.7439024390243902,79.0,3.38,2004,4.946641900474964e-05
97,2004LAC,0.0013135732484486488,-0.00010117572522311627,0.34146341463414637,79.7,3.28,2004,0.0006061987616127662
98,2004LAL,0.0018671850455846154,-0.0006340596085481209,0.6829268292682927,79.9,3.23,2004,0.0006165627185182473
99,2004MEM,0.0012179923140357317,0.000864917231208018,0.6097560975609756,79.6,3.53,2004,0.0010414547726218747
100,2004MIA,0.0023779971654014484,-0.0014570118235135527,0.5121951219512195,80.1,3.01,2004,0.0004604926709439478
101,2004MIL,0.00293451606368103,0.0005617067092543275,0.5,80.1,3.44,2004,0.0017481113864676787
102,2004MIN,0.0018841808236130415,-0.001030107885349096,0.7073170731707317,80.0,3.04,2004,0.00042703646913197274
103,2004NJN,0.0005051226158990375,-0.002986598550014255,0.573170731707317,79.7,2.4,2004,-0.001240737967057609
104,2004NOH,9.488039885436226e-05,0.002834920898063335,0.5,79.1,3.9,2004,0.0014649006484588486
105,2004NYK,0.002338156928553186,-0.0006454548293901238,0.47560975609756095,80.1,3.38,2004,0.000846351049581531
106,2004ORL,0.0002679102364135909,0.0007374052125700178,0.25609756097560976,79.3,3.49,2004,0.0005026577244918043
107,2004PHI,-0.0018503629769439395,-0.0006031474563534381,0.4024390243902439,78.6,3.08,2004,-0.0012267552166486887
108,2004PHO,-0.0011453065004605187,-0.00041779824476375276,0.35365853658536583,78.9,3.04,2004,-0.0007815523726121357
109,2004POR,0.0017991023354353112,0.0013893448946179661,0.5,79.5,3.85,2004,0.0015942236150266386
110,2004SAC,0.0022178425798415695,0.0024474010687131906,0.6707317073170732,79.9,3.98,2004,0.00233262182427738
111,2004SAS,0.0014158373914306486,-0.00046990463387971276,0.6951219512195121,79.8,3.23,2004,0.0004729663787754679
112,2004SEA,0.00039005575743166014,-0.0007287105409075862,0.45121951219512196,79.5,3.03,2004,-0.00016932739173796305
113,2004TOR,0.0011112594181272954,-0.0027034840243449513,0.4024390243902439,79.7,2.32,2004,-0.0007961123031088279
114,2004UTA,-0.0017996903011072882,0.0021846822046196384,0.5121951219512195,78.8,4.12,2004,0.00019249595175617506
115,2004WAS,0.0020679304730418808,0.00015207101644058846,0.3048780487804878,80.1,3.44,2004,0.0011100007447412347
116,2005ATL,0.0012854877117390335,0.0031340829408864853,0.15853658536585366,79.5,3.95,2005,0.0022097853263127595
117,2005BOS,0.0010830392063401117,-0.0006494017553356527,0.5487804878048781,79.7,3.12,2005,0.0002168187255022295
118,2005CHI,0.0016549375133606819,0.0005782774263697821,0.573170731707317,79.8,3.49,2005,0.001116607469865232
119,2005CLE,0.0034166648805234495,-0.0013865670888253843,0.5121951219512195,80.5,3.38,2005,0.0010150488958490327
120,2005DAL,0.002827406615906821,-0.0004421422570029175,0.7073170731707317,80.5,4.22,2005,0.0011926321794519517
121,2005DEN,0.0025883210370332217,0.003551801268446921,0.5975609756097561,79.1,5.33,2005,0.0030700611527400713
122,2005DET,-0.001077901508436156,-0.00016663229415729648,0.6585365853658537,78.9,3.04,2005,-0.0006222669012967263
123,2005GSW,-0.0009952215480355418,0.0027523884791094974,0.4146341463414634,78.7,3.87,2005,0.0008785834655369778
124,2005HOU,0.003448112357303677,0.0007798317516404159,0.6219512195121951,80.6,4.61,2005,0.0021139720544720462
125,2005IND,-0.0007737744768312175,0.0013619038965491078,0.5365853658536586,78.9,3.53,2005,0.00029406470985894514
126,2005LAC,0.0048260798007281214,-0.0022155485640848334,0.45121951219512196,80.9,2.65,2005,0.001305265618321644
127,2005LAL,0.0014751743392896332,0.0012648597211317818,0.4146341463414634,79.5,3.66,2005,0.0013700170302107075
128,2005MEM,0.0012179923140357408,0.000864917231208039,0.5487804878048781,79.6,3.53,2005,0.00104145477262189
129,2005MIA,0.0005317092034760607,-0.0007309278340020891,0.7195121951219512,79.7,3.34,2005,-9.960931526301422e-05
130,2005MIL,0.0011012972533603403,0.0018707708032797768,0.36585365853658536,79.5,3.63,2005,0.0014860340283200585
131,2005MIN,-0.0028112186274364933,0.0015811085884882723,0.5365853658536586,78.4,3.78,2005,-0.0006150550194741105
132,2005NJN,-0.0012799176513006774,0.0024697182563548354,0.5121951219512195,78.8,4.05,2005,0.000594900302527079
133,2005NOH,0.00046194195236801393,0.0013424166828208779,0.21951219512195122,79.1,3.64,2005,0.0009021793175944459
134,2005NYK,0.002309742791566406,-0.002762871296428563,0.4024390243902439,80.0,2.33,2005,-0.0002265642524310787
135,2005ORL,0.0013452806027612484,0.0016886354093639477,0.43902439024390244,79.6,3.65,2005,0.001516958006062598
136,2005PHI,-0.0008699110643898972,-0.0018133668475638653,0.524390243902439,78.9,2.91,2005,-0.0013416389559768812
137,2005PHO,0.0004830839567584415,-0.0018665165297599559,0.7560975609756098,79.6,2.91,2005,-0.0006917162865007571
138,2005POR,-0.0015711798758889987,0.005407063109789858,0.32926829268292684,78.4,4.68,2005,0.0019179416169504296
139,2005SAC,0.0015280242312478314,-0.0005790503703153581,0.6097560975609756,79.7,3.03,2005,0.00047448693046623665
140,2005SAS,8.876304084989708e-05,-0.0011402133386881415,0.7195121951219512,79.4,3.11,2005,-0.0005257251489191223
141,2005SEA,0.0010405792558071487,-0.0004997638114455039,0.6341463414634146,79.7,3.16,2005,0.00027040772218082243
142,2005TOR,0.0020284415852781794,-0.0007744974217781504,0.4024390243902439,79.9,2.94,2005,0.0006269720817500145
143,2005UTA,-0.0004818399928602564,-0.0010319118858630667,0.3170731707317073,79.1,2.87,2005,-0.0007568759393616615
144,2005WAS,0.0037040513353605916,-0.0012776637862038363,0.5487804878048781,80.5,2.97,2005,0.0012131937745783776
145,2006ATL,0.0002059890780924604,0.002311980601771021,0.3170731707317073,79.1,3.67,2006,0.0012589848399317408
146,2006BOS,0.0018573203087970023,-0.0027109508162909066,0.4024390243902439,80.0,2.33,2006,-0.00042681525374695215
147,2006CHI,0.0014529364603913801,0.0002187159754942569,0.5,79.7,3.28,2006,0.0008358262179428185
148,2006CLE,0.0023181421158949603,0.00015146669839863212,0.6097560975609756,80.2,3.72,2006,0.0012348044071467962
149,2006DAL,0.0014350346051765503,-0.00030414493689969336,0.7317073170731707,79.9,3.47,2006,0.0005654448341384285
150,2006DEN,-0.0007913224611266777,0.005862539499791447,0.5365853658536586,78.2,5.39,2006,0.0025356085193323848
151,2006DET,-0.001993945079352749,0.00045241210256689743,0.7804878048780488,78.6,3.21,2006,-0.0007707664883929259
152,2006GSW,0.00033075445799508337,0.000929477750105759,0.4146341463414634,79.3,3.4,2006,0.0006301161040504212
153,2006HOU,0.0005896157256113301,0.003680044594634565,0.4146341463414634,79.9,5.0,2006,0.0021348301601229478
154,2006IND,0.003965553700191793,-0.0007063858685523281,0.5,80.6,3.11,2006,0.0016295839158197323
155,2006LAC,-0.00047562717921082105,-0.0013773219401541081,0.573170731707317,79.3,2.86,2006,-0.0009264745596824646
156,2006LAL,0.006005170984540617,-0.002455346745780881,0.5487804878048781,81.2,2.49,2006,0.0017749121193798682
157,2006MEM,-0.0013414040095032656,0.004856709753358509,0.5975609756097561,78.3,4.64,2006,0.0017576528719276219
158,2006MIA,0.0007599067170425203,-0.0005133611523797766,0.6341463414634146,79.6,3.27,2006,0.00012327278233137184
159,2006MIL,0.0004811254630222594,0.0031739400889842146,0.4878048780487805,79.3,4.09,2006,0.0018275327760032371
160,2006MIN,0.0014020826556578171,-0.001043106607552555,0.4024390243902439,79.8,3.03,2006,0.0001794880240526311
161,2006NJN,0.002128042630049208,-0.0006644580290774472,0.5975609756097561,80.0,3.26,2006,0.0007317923004858803
162,2006NOK,-6.675849396837499e-05,0.0015972826120593323,0.4634146341463415,78.9,3.8,2006,0.0007652620590454786
163,2006NYK,0.0011061695800356204,0.002506116891489023,0.2804878048780488,79.2,4.34,2006,0.0018061432357623216
164,2006ORL,0.0013113352693409751,0.0023843553527964313,0.43902439024390244,79.6,3.86,2006,0.0018478453110687032
165,2006PHI,0.002093686408373741,-3.849291943777458e-05,0.4634146341463415,79.9,3.41,2006,0.0010275967444679833
166,2006PHO,-0.0006870357614608485,0.00029242932636178127,0.6585365853658537,79.0,3.17,2006,-0.0001973032175495336
167,2006POR,0.00035404142802234433,0.0022369574075199595,0.25609756097560976,79.3,3.97,2006,0.001295499417771152
168,2006SAC,-0.00019513088758114875,-0.001308667428380196,0.5365853658536586,79.2,2.9,2006,-0.0007518991579806724
169,2006SAS,0.0013787437536232617,0.0005956300822498972,0.7682926829268293,79.7,3.49,2006,0.0009871869179365793
170,2006SEA,0.003745414627071982,-0.0006475964147724053,0.4268292682926829,80.6,3.36,2006,0.0015489091061497884
171,2006TOR,0.003931244884912562,-0.0006031917333246965,0.32926829268292684,80.5,3.13,2006,0.0016640265757939328
172,2006UTA,-0.0006783042164205481,-5.730753617676008e-05,0.5,79.1,3.17,2006,-0.00036780587629865405
173,2006WAS,0.0028946950901888556,-0.0021734887062239824,0.5121951219512195,80.3,2.56,2006,0.0003606031919824366
174,2007ATL,0.00033445615307185224,0.004288410444780802,0.36585365853658536,78.8,4.31,2007,0.002311433298926327
175,2007BOS,-0.0015019313939257737,0.0007925723231271395,0.2926829268292683,78.6,3.3,2007,-0.0003546795353993171
176,2007CHI,0.0006263246224172868,6.918477158312806e-05,0.5975609756097561,79.4,3.14,2007,0.0003477546970002074
177,2007CLE,0.001859090080842732,0.0011409005380717137,0.6097560975609756,80.0,3.96,2007,0.001499995309457223
178,2007DAL,0.0017039802873717465,0.00032224374182804186,0.8170731707317073,79.9,3.47,2007,0.0010131120145998943
179,2007DEN,0.0007658848389061312,-0.000388725135583264,0.5487804878048781,79.4,3.18,2007,0.0001885798516614336
180,2007DET,0.0021706845323758413,-0.001952601735496436,0.6463414634146342,80.0,2.58,2007,0.0001090413984397026
181,2007GSW,0.0015252432459067025,-0.0013702965054145874,0.5121951219512195,79.8,2.72,2007,7.747337024605755e-05
182,2007HOU,0.0013654934074590066,-0.0008590727702241552,0.6341463414634146,80.3,4.42,2007,0.0002532103186174257
183,2007IND,0.003344223603201553,0.0009276005021237768,0.4268292682926829,80.2,3.49,2007,0.002135912052662665
184,2007LAC,-0.0022220589738222107,-0.001395843670617275,0.4878048780487805,78.8,3.03,2007,-0.0018089513222197427
185,2007LAL,0.0015075069009532096,-0.0010813941111899315,0.5121951219512195,79.8,2.93,2007,0.0002130563948816391
186,2007MEM,0.0007568369999525265,0.0026023608876049324,0.2682926829268293,78.9,4.27,2007,0.0016795989437787295
187,2007MIA,0.0017366191989300348,-0.00036337513570568967,0.5365853658536586,79.9,3.29,2007,0.0006866220316121725
188,2007MIL,-0.0021099810901013616,0.005081252494716878,0.34146341463414637,78.0,5.3,2007,0.0014856357023077583
